age,gender,department,job_title,years_at_company,satisfaction_level,attrition,age_minus_tenure,maturity_satisfaction_interaction,loyalty_satisfaction_score
32,Male,Sales,Sales Executive,10.0,0.5,0,22.0,16.0,5.0
38,Male,Sales,Sales Representative,2.0,0.5,0,36.0,19.0,1.0
42,Female,Research & Development,Laboratory Technician,5.0,1.0,0,37.0,42.0,5.0
31,Male,Research & Development,Research Scientist,6.0,1.0,0,25.0,31.0,6.0
29,Female,Sales,Sales Representative,3.0,0.75,1,26.0,21.75,2.25
53,Male,Sales,Sales Executive,2.0,1.0,0,51.0,53.0,2.0
35,Male,Research & Development,Manufacturing Director,13.0,0.5,0,22.0,17.5,6.5
37,Female,Sales,Sales Representative,5.0,1.0,0,32.0,37.0,5.0
53,Female,Research & Development,Research Director,12.0,1.0,0,41.0,53.0,12.0
43,Female,Research & Development,Healthcare Representative,5.0,1.0,0,38.0,43.0,5.0
47,Female,Sales,Sales Executive,7.0,1.0,0,40.0,47.0,7.0
37,Male,Sales,Sales Executive,10.0,0.5,0,27.0,18.5,5.0
50,Male,Research & Development,Manager,21.5,0.25,0,28.5,12.5,5.375
39,Female,Human Resources,Human Resources,5.0,1.0,0,34.0,39.0,5.0
33,Male,Human Resources,Human Resources,4.0,0.5,0,29.0,16.5,2.0
32,Male,Research & Development,Laboratory Technician,1.0,1.0,1,31.0,32.0,1.0
29,Female,Research & Development,Laboratory Technician,4.0,1.0,0,25.0,29.0,4.0
44,Male,Research & Development,Research Scientist,8.0,0.25,0,36.0,11.0,2.0
28,Male,Sales,Sales Executive,4.0,1.0,0,24.0,28.0,4.0
58,Male,Research & Development,Laboratory Technician,1.0,1.0,1,57.0,58.0,1.0
43,Female,Research & Development,Manufacturing Director,1.0,0.5,0,42.0,21.5,0.5
20,Female,Sales,Sales Representative,2.0,0.75,1,18.0,15.0,1.5
21,Female,Research & Development,Research Scientist,1.0,1.0,1,20.0,21.0,1.0
36,Male,Research & Development,Healthcare Representative,16.0,1.0,0,20.0,36.0,16.0
47,Female,Sales,Sales Representative,3.0,1.0,0,44.0,47.0,3.0
22,Female,Research & Development,Manufacturing Director,3.0,0.75,1,19.0,16.5,2.25
41,Female,Research & Development,Laboratory Technician,7.0,1.0,1,34.0,41.0,7.0
28,Female,Research & Development,Research Scientist,2.0,0.75,0,26.0,21.0,1.5
39,Male,Research & Development,Laboratory Technician,2.0,0.25,1,37.0,9.75,0.5
27,Female,Research & Development,Research Scientist,1.0,0.75,0,26.0,20.25,0.75
34,Male,Research & Development,Laboratory Technician,1.0,0.5,0,33.0,17.0,0.5
42,Female,Sales,Sales Executive,5.0,0.75,0,37.0,31.5,3.75
33,Male,Research & Development,Research Scientist,3.0,0.25,0,30.0,8.25,0.75
58,Female,Research & Development,Healthcare Representative,6.0,0.5,0,52.0,29.0,3.0
31,Male,Sales,Sales Representative,7.0,0.75,0,24.0,23.25,5.25
35,Female,Research & Development,Healthcare Representative,10.0,1.0,0,25.0,35.0,10.0
49,Female,Research & Development,Laboratory Technician,21.5,0.5,0,27.5,24.5,10.75
48,Male,Research & Development,Research Scientist,0.0,0.75,0,48.0,36.0,0.0
31,Female,Sales,Sales Executive,9.0,0.75,0,22.0,23.25,6.75
36,Male,Research & Development,Research Scientist,6.0,1.0,0,30.0,36.0,6.0
38,Female,Research & Development,Research Director,15.0,0.25,0,23.0,9.5,3.75
32,Female,Research & Development,Laboratory Technician,3.0,0.5,0,29.0,16.0,1.5
25,Male,Sales,Sales Representative,1.0,0.5,1,24.0,12.5,0.5
40,Male,Sales,Sales Executive,1.0,0.5,0,39.0,20.0,0.5
26,Male,Sales,Sales Executive,7.0,0.25,0,19.0,6.5,1.75
41,Male,Research & Development,Laboratory Technician,18.0,0.25,0,23.0,10.25,4.5
36,Male,Research & Development,Laboratory Technician,11.0,0.75,0,25.0,27.0,8.25
19,Male,Sales,Sales Representative,1.0,0.5,1,18.0,9.5,0.5
20,Male,Research & Development,Laboratory Technician,1.0,0.25,1,19.0,5.0,0.25
31,Female,Research & Development,Healthcare Representative,9.0,1.0,0,22.0,31.0,9.0
40,Male,Research & Development,Research Scientist,1.0,0.5,0,39.0,20.0,0.5
32,Female,Research & Development,Manufacturing Director,8.0,0.25,0,24.0,8.0,2.0
36,Male,Sales,Sales Executive,16.0,1.0,1,20.0,36.0,16.0
33,Female,Research & Development,Healthcare Representative,5.0,1.0,0,28.0,33.0,5.0
37,Male,Sales,Sales Executive,14.0,0.75,1,23.0,27.75,10.5
45,Male,Research & Development,Laboratory Technician,9.0,0.5,0,36.0,22.5,4.5
29,Female,Sales,Sales Representative,3.0,1.0,0,26.0,29.0,3.0
52,Male,Research & Development,Manager,9.0,1.0,0,43.0,52.0,9.0
58,Male,Research & Development,Research Scientist,1.0,0.75,1,57.0,43.5,0.75
53,Male,Sales,Manager,17.0,0.75,0,36.0,39.75,12.75
30,Male,Sales,Sales Executive,8.0,0.75,0,22.0,22.5,6.0
38,Female,Sales,Sales Executive,5.0,1.0,0,33.0,38.0,5.0
35,Male,Sales,Sales Executive,10.0,1.0,0,25.0,35.0,10.0
39,Male,Sales,Sales Executive,8.0,0.75,0,31.0,29.25,6.0
40,Female,Sales,Sales Executive,1.0,0.5,1,39.0,20.0,0.5
47,Male,Research & Development,Manufacturing Director,19.0,0.75,0,28.0,35.25,14.25
36,Male,Sales,Sales Executive,7.0,1.0,0,29.0,36.0,7.0
31,Male,Research & Development,Research Scientist,3.0,0.25,1,28.0,7.75,0.75
33,Male,Sales,Manager,10.0,0.75,0,23.0,24.75,7.5
29,Female,Research & Development,Research Scientist,0.0,0.25,1,29.0,7.25,0.0
33,Female,Research & Development,Research Scientist,3.0,1.0,0,30.0,33.0,3.0
45,Female,Research & Development,Laboratory Technician,5.0,1.0,0,40.0,45.0,5.0
50,Male,Research & Development,Research Director,5.0,1.0,0,45.0,50.0,5.0
33,Female,Research & Development,Healthcare Representative,6.0,0.5,0,27.0,16.5,3.0
41,Male,Research & Development,Research Director,18.0,0.75,0,23.0,30.75,13.5
27,Female,Research & Development,Laboratory Technician,2.0,0.5,0,25.0,13.5,1.0
45,Male,Research & Development,Laboratory Technician,9.0,0.25,0,36.0,11.25,2.25
47,Female,Sales,Sales Executive,9.0,1.0,0,38.0,47.0,9.0
30,Female,Research & Development,Research Scientist,5.0,0.75,1,25.0,22.5,3.75
50,Male,Research & Development,Manufacturing Director,12.0,0.75,0,38.0,37.5,9.0
38,Male,Research & Development,Research Scientist,2.0,0.75,0,36.0,28.5,1.5
46,Male,Research & Development,Manufacturing Director,8.0,0.75,0,38.0,34.5,6.0
35,Male,Research & Development,Laboratory Technician,4.0,0.5,1,31.0,17.5,2.0
31,Female,Research & Development,Manufacturing Director,4.0,0.25,0,27.0,7.75,1.0
18,Male,Research & Development,Research Scientist,0.0,1.0,0,18.0,18.0,0.0
54,Female,Research & Development,Manufacturing Director,10.0,0.75,0,44.0,40.5,7.5
35,Female,Research & Development,Healthcare Representative,16.0,0.75,0,19.0,26.25,12.0
30,Female,Research & Development,Research Director,8.0,0.25,0,22.0,7.5,2.0
20,Female,Research & Development,Research Scientist,1.0,0.25,1,19.0,5.0,0.25
30,Female,Research & Development,Laboratory Technician,3.0,0.5,1,27.0,15.0,1.5
26,Male,Research & Development,Manufacturing Director,8.0,1.0,0,18.0,26.0,8.0
22,Male,Research & Development,Laboratory Technician,4.0,0.25,0,18.0,5.5,1.0
48,Male,Research & Development,Healthcare Representative,2.0,0.75,0,46.0,36.0,1.5
48,Male,Research & Development,Healthcare Representative,15.0,0.75,0,33.0,36.0,11.25
41,Female,Research & Development,Manufacturing Director,2.0,0.75,0,39.0,30.75,1.5
39,Female,Research & Development,Manufacturing Director,21.0,1.0,0,18.0,39.0,21.0
27,Female,Research & Development,Manufacturing Director,3.0,1.0,0,24.0,27.0,3.0
42,Male,Sales,Manager,1.0,0.75,0,41.0,31.5,0.75
50,Male,Research & Development,Laboratory Technician,1.0,1.0,0,49.0,50.0,1.0
59,Female,Research & Development,Manufacturing Director,5.0,1.0,0,54.0,59.0,5.0
37,Female,Research & Development,Healthcare Representative,1.0,0.5,1,36.0,18.5,0.5
55,Male,Research & Development,Healthcare Representative,8.0,0.5,0,47.0,27.5,4.0
41,Female,Research & Development,Research Director,21.0,0.75,0,20.0,30.75,15.75
38,Male,Sales,Sales Executive,1.0,1.0,0,37.0,38.0,1.0
26,Male,Sales,Sales Executive,2.0,0.25,1,24.0,6.5,0.5
52,Female,Sales,Manager,21.5,1.0,1,30.5,52.0,21.5
44,Female,Sales,Sales Executive,12.0,1.0,0,32.0,44.0,12.0
50,Female,Sales,Sales Executive,18.0,0.75,0,32.0,37.5,13.5
36,Female,Research & Development,Laboratory Technician,17.0,0.25,1,19.0,9.0,4.25
39,Female,Research & Development,Manufacturing Director,21.0,0.25,0,18.0,9.75,5.25
33,Female,Sales,Sales Representative,2.0,1.0,0,31.0,33.0,2.0
45,Female,Sales,Manager,9.0,1.0,0,36.0,45.0,9.0
32,Female,Research & Development,Laboratory Technician,8.0,0.75,0,24.0,24.0,6.0
34,Male,Sales,Sales Executive,15.0,1.0,0,19.0,34.0,15.0
59,Male,Sales,Manager,6.0,1.0,0,53.0,59.0,6.0
45,Male,Human Resources,Human Resources,6.0,0.5,0,39.0,22.5,3.0
53,Female,Sales,Sales Executive,15.0,0.5,0,38.0,26.5,7.5
36,Male,Research & Development,Laboratory Technician,1.0,0.75,1,35.0,27.0,0.75
26,Male,Research & Development,Research Scientist,3.0,0.25,1,23.0,6.5,0.75
34,Female,Sales,Sales Representative,1.0,0.75,0,33.0,25.5,0.75
28,Male,Sales,Sales Representative,1.0,0.5,0,27.0,14.0,0.5
50,Male,Research & Development,Research Director,8.0,0.75,0,42.0,37.5,6.0
37,Female,Research & Development,Healthcare Representative,4.0,0.5,0,33.0,18.5,2.0
40,Male,Sales,Sales Executive,7.0,0.25,0,33.0,10.0,1.75
26,Female,Research & Development,Research Scientist,5.0,0.75,0,21.0,19.5,3.75
46,Male,Research & Development,Research Director,2.0,1.0,0,44.0,46.0,2.0
54,Female,Sales,Sales Executive,9.0,0.75,0,45.0,40.5,6.75
56,Female,Research & Development,Research Scientist,5.0,0.75,0,51.0,42.0,3.75
36,Female,Research & Development,Manufacturing Director,14.0,1.0,0,22.0,36.0,14.0
55,Male,Research & Development,Manager,9.0,0.25,0,46.0,13.75,2.25
43,Male,Sales,Sales Executive,1.0,1.0,0,42.0,43.0,1.0
20,Female,Sales,Sales Representative,2.0,1.0,1,18.0,20.0,2.0
21,Female,Research & Development,Laboratory Technician,1.0,0.25,1,20.0,5.25,0.25
46,Female,Research & Development,Research Scientist,16.0,0.25,0,30.0,11.5,4.0
51,Male,Research & Development,Research Scientist,10.0,0.75,1,41.0,38.25,7.5
28,Male,Research & Development,Healthcare Representative,10.0,0.25,1,18.0,7.0,2.5
26,Male,Research & Development,Laboratory Technician,5.0,0.25,0,21.0,6.5,1.25
30,Male,Research & Development,Manufacturing Director,6.0,0.25,0,24.0,7.5,1.5
41,Female,Research & Development,Research Scientist,10.0,0.75,0,31.0,30.75,7.5
38,Female,Research & Development,Healthcare Representative,19.0,0.75,0,19.0,28.5,14.25
40,Male,Research & Development,Healthcare Representative,11.0,1.0,0,29.0,40.0,11.0
27,Male,Research & Development,Laboratory Technician,3.0,0.75,0,24.0,20.25,2.25
55,Male,Research & Development,Manufacturing Director,3.0,0.5,0,52.0,27.5,1.5
28,Female,Research & Development,Research Scientist,8.0,0.75,0,20.0,21.0,6.0
44,Male,Human Resources,Human Resources,20.0,0.25,1,24.0,11.0,5.0
33,Male,Research & Development,Healthcare Representative,3.0,1.0,0,30.0,33.0,3.0
35,Male,Sales,Sales Executive,8.0,0.25,1,27.0,8.75,2.0
33,Female,Research & Development,Research Scientist,13.0,0.75,1,20.0,24.75,9.75
28,Male,Research & Development,Laboratory Technician,4.0,0.75,0,24.0,21.0,3.0
34,Male,Research & Development,Healthcare Representative,6.0,1.0,0,28.0,34.0,6.0
37,Female,Sales,Sales Executive,1.0,1.0,0,36.0,37.0,1.0
25,Male,Research & Development,Laboratory Technician,7.0,1.0,1,18.0,25.0,7.0
33,Male,Research & Development,Research Scientist,2.0,0.5,1,31.0,16.5,1.0
42,Male,Research & Development,Manager,21.5,0.25,0,20.5,10.5,5.375
28,Male,Research & Development,Laboratory Technician,1.0,0.5,1,27.0,14.0,0.5
50,Male,Sales,Sales Executive,0.0,0.75,1,50.0,37.5,0.0
33,Female,Sales,Sales Executive,3.0,0.5,0,30.0,16.5,1.5
34,Male,Research & Development,Research Scientist,0.0,1.0,0,34.0,34.0,0.0
48,Male,Research & Development,Manager,5.0,1.0,0,43.0,48.0,5.0
45,Female,Sales,Sales Executive,15.0,0.75,0,30.0,33.75,11.25
52,Male,Research & Development,Healthcare Representative,8.0,0.5,0,44.0,26.0,4.0
38,Male,Sales,Sales Executive,8.0,0.75,0,30.0,28.5,6.0
29,Female,Research & Development,Research Scientist,7.0,1.0,0,22.0,29.0,7.0
28,Female,Research & Development,Manufacturing Director,9.0,0.5,0,19.0,14.0,4.5
46,Male,Sales,Manager,12.0,0.75,0,34.0,34.5,9.0
38,Male,Sales,Sales Executive,1.0,0.5,0,37.0,19.0,0.5
43,Female,Research & Development,Manufacturing Director,8.0,0.25,0,35.0,10.75,2.0
39,Male,Research & Development,Healthcare Representative,18.0,1.0,1,21.0,39.0,18.0
40,Male,Research & Development,Research Director,20.0,0.75,0,20.0,30.0,15.0
21,Female,Research & Development,Research Scientist,2.0,0.5,0,19.0,10.5,1.0
39,Male,Research & Development,Laboratory Technician,5.0,0.5,0,34.0,19.5,2.5
36,Male,Research & Development,Manufacturing Director,11.0,1.0,0,25.0,36.0,11.0
31,Male,Sales,Sales Representative,2.0,1.0,0,29.0,31.0,2.0
28,Male,Research & Development,Research Scientist,5.0,0.5,0,23.0,14.0,2.5
35,Male,Sales,Sales Executive,5.0,1.0,0,30.0,35.0,5.0
49,Male,Sales,Sales Executive,9.0,0.5,0,40.0,24.5,4.5
34,Male,Research & Development,Manufacturing Director,3.0,0.75,0,31.0,25.5,2.25
29,Female,Research & Development,Research Scientist,7.0,0.5,0,22.0,14.5,3.5
42,Male,Research & Development,Laboratory Technician,1.0,1.0,0,41.0,42.0,1.0
29,Male,Research & Development,Manufacturing Director,10.0,1.0,0,19.0,29.0,10.0
38,Male,Human Resources,Human Resources,7.0,0.75,0,31.0,28.5,5.25
28,Male,Research & Development,Research Scientist,3.0,0.75,0,25.0,21.0,2.25
33,Female,Sales,Sales Executive,5.0,0.25,1,28.0,8.25,1.25
41,Male,Research & Development,Laboratory Technician,1.0,1.0,0,40.0,41.0,1.0
31,Male,Research & Development,Laboratory Technician,2.0,0.75,1,29.0,23.25,1.5
37,Female,Research & Development,Healthcare Representative,6.0,1.0,0,31.0,37.0,6.0
27,Male,Research & Development,Research Scientist,4.0,0.75,0,23.0,20.25,3.0
34,Female,Sales,Sales Executive,6.0,0.75,0,28.0,25.5,4.5
35,Male,Human Resources,Human Resources,5.0,0.75,0,30.0,26.25,3.75
29,Female,Sales,Sales Executive,11.0,0.25,1,18.0,7.25,2.75
40,Female,Research & Development,Research Director,18.0,0.75,0,22.0,30.0,13.5
42,Male,Sales,Sales Executive,21.0,0.25,1,21.0,10.5,5.25
42,Male,Sales,Sales Executive,6.0,0.25,0,36.0,10.5,1.5
35,Male,Research & Development,Laboratory Technician,8.0,0.75,0,27.0,26.25,6.0
24,Male,Research & Development,Laboratory Technician,4.0,0.5,0,20.0,12.0,2.0
28,Female,Research & Development,Laboratory Technician,1.0,1.0,1,27.0,28.0,1.0
26,Male,Research & Development,Laboratory Technician,8.0,1.0,0,18.0,26.0,8.0
30,Male,Sales,Sales Executive,10.0,0.75,0,20.0,22.5,7.5
40,Female,Research & Development,Research Scientist,1.0,1.0,0,39.0,40.0,1.0
35,Male,Research & Development,Manufacturing Director,7.0,0.5,0,28.0,17.5,3.5
34,Male,Research & Development,Healthcare Representative,13.0,0.25,0,21.0,8.5,3.25
35,Male,Research & Development,Laboratory Technician,2.0,1.0,0,33.0,35.0,2.0
43,Female,Sales,Sales Executive,4.0,0.75,1,39.0,32.25,3.0
32,Female,Sales,Sales Representative,1.0,0.25,0,31.0,8.0,0.25
56,Female,Research & Development,Manager,5.0,0.25,0,51.0,14.0,1.25
29,Female,Research & Development,Laboratory Technician,10.0,1.0,0,19.0,29.0,10.0
19,Male,Research & Development,Research Scientist,1.0,0.25,0,18.0,4.75,0.25
45,Female,Research & Development,Research Scientist,3.0,0.75,0,42.0,33.75,2.25
37,Female,Research & Development,Manufacturing Director,14.0,1.0,0,23.0,37.0,14.0
20,Male,Research & Development,Laboratory Technician,2.0,0.75,0,18.0,15.0,1.5
44,Male,Research & Development,Research Scientist,6.0,0.75,1,38.0,33.0,4.5
53,Female,Research & Development,Manager,7.0,0.75,0,46.0,39.75,5.25
29,Female,Research & Development,Research Scientist,5.0,1.0,0,24.0,29.0,5.0
22,Male,Research & Development,Research Scientist,0.0,1.0,1,22.0,22.0,0.0
46,Female,Sales,Manager,21.5,0.25,0,24.5,11.5,5.375
44,Male,Research & Development,Research Scientist,0.0,0.75,0,44.0,33.0,0.0
33,Male,Human Resources,Human Resources,5.0,0.75,0,28.0,24.75,3.75
41,Male,Research & Development,Research Scientist,1.0,0.25,1,40.0,10.25,0.25
30,Male,Sales,Sales Executive,4.0,0.25,0,26.0,7.5,1.0
40,Male,Sales,Sales Executive,0.0,0.5,0,40.0,20.0,0.0
50,Female,Research & Development,Manager,2.0,0.25,0,48.0,12.5,0.5
28,Male,Research & Development,Laboratory Technician,6.0,0.25,0,22.0,7.0,1.5
46,Male,Research & Development,Research Director,4.0,0.5,0,42.0,23.0,2.0
35,Male,Sales,Sales Executive,7.0,0.25,0,28.0,8.75,1.75
24,Female,Research & Development,Laboratory Technician,1.0,0.5,1,23.0,12.0,0.5
33,Female,Sales,Sales Executive,10.0,0.75,0,23.0,24.75,7.5
36,Male,Research & Development,Laboratory Technician,7.0,0.75,0,29.0,27.0,5.25
44,Male,Research & Development,Research Scientist,20.0,1.0,0,24.0,44.0,20.0
20,Male,Sales,Sales Representative,2.0,1.0,0,18.0,20.0,2.0
46,Male,Research & Development,Manufacturing Director,6.0,1.0,0,40.0,46.0,6.0
42,Male,Human Resources,Human Resources,4.0,0.25,0,38.0,10.5,1.0
60,Male,Sales,Sales Executive,11.0,1.0,0,49.0,60.0,11.0
32,Female,Research & Development,Laboratory Technician,2.0,0.5,0,30.0,16.0,1.0
32,Female,Research & Development,Research Scientist,8.0,0.75,0,24.0,24.0,6.0
36,Female,Research & Development,Manufacturing Director,7.0,0.25,0,29.0,9.0,1.75
33,Male,Research & Development,Research Scientist,14.0,1.0,0,19.0,33.0,14.0
25,Male,Sales,Sales Executive,4.0,1.0,0,21.0,25.0,4.0
30,Male,Research & Development,Research Scientist,11.0,0.5,0,19.0,15.0,5.5
42,Female,Research & Development,Research Director,1.0,0.25,0,41.0,10.5,0.25
35,Female,Sales,Sales Executive,13.0,1.0,0,22.0,35.0,13.0
27,Male,Research & Development,Research Scientist,9.0,0.25,0,18.0,6.75,2.25
54,Female,Research & Development,Manufacturing Director,5.0,0.75,0,49.0,40.5,3.75
44,Female,Research & Development,Research Scientist,10.0,1.0,0,34.0,44.0,10.0
19,Female,Research & Development,Research Scientist,1.0,0.5,1,18.0,9.5,0.5
29,Female,Research & Development,Research Scientist,3.0,1.0,0,26.0,29.0,3.0
54,Male,Research & Development,Research Director,10.0,1.0,0,44.0,54.0,10.0
31,Male,Research & Development,Healthcare Representative,6.0,0.25,0,25.0,7.75,1.5
31,Female,Research & Development,Healthcare Representative,10.0,0.25,0,21.0,7.75,2.5
59,Female,Sales,Sales Executive,6.0,1.0,0,53.0,59.0,6.0
43,Male,Research & Development,Research Director,8.0,1.0,0,35.0,43.0,8.0
49,Male,Research & Development,Manager,1.0,0.75,0,48.0,36.75,0.75
36,Male,Research & Development,Research Scientist,11.0,0.5,0,25.0,18.0,5.5
48,Male,Research & Development,Laboratory Technician,1.0,0.5,0,47.0,24.0,0.5
27,Male,Research & Development,Research Scientist,5.0,0.75,0,22.0,20.25,3.75
29,Male,Research & Development,Healthcare Representative,6.0,1.0,0,23.0,29.0,6.0
48,Male,Research & Development,Research Director,1.0,1.0,0,47.0,48.0,1.0
29,Female,Research & Development,Research Director,7.0,1.0,0,22.0,29.0,7.0
34,Female,Research & Development,Research Scientist,1.0,0.75,0,33.0,25.5,0.75
44,Male,Sales,Manager,21.5,0.5,0,22.5,22.0,10.75
33,Male,Sales,Sales Executive,9.0,0.75,0,24.0,24.75,6.75
19,Female,Research & Development,Research Scientist,1.0,1.0,0,18.0,19.0,1.0
23,Male,Research & Development,Research Scientist,1.0,0.75,0,22.0,17.25,0.75
25,Male,Sales,Sales Representative,1.0,1.0,1,24.0,25.0,1.0
26,Male,Research & Development,Research Scientist,8.0,1.0,0,18.0,26.0,8.0
45,Female,Sales,Manager,21.5,0.5,1,23.5,22.5,10.75
55,Male,Research & Development,Healthcare Representative,21.5,0.5,0,33.5,27.5,10.75
21,Female,Research & Development,Laboratory Technician,2.0,0.75,1,19.0,15.75,1.5
46,Female,Sales,Manager,11.0,0.5,0,35.0,23.0,5.5
51,Male,Sales,Manager,21.5,0.5,0,29.5,25.5,10.75
59,Male,Research & Development,Manufacturing Director,9.0,1.0,0,50.0,59.0,9.0
34,Female,Research & Development,Laboratory Technician,11.0,0.5,0,23.0,17.0,5.5
44,Male,Research & Development,Manager,21.5,0.25,0,22.5,11.0,5.375
34,Male,Human Resources,Human Resources,10.0,0.5,0,24.0,17.0,5.0
35,Male,Research & Development,Research Scientist,3.0,0.75,0,32.0,26.25,2.25
42,Female,Research & Development,Research Scientist,1.0,0.5,0,41.0,21.0,0.5
43,Female,Sales,Sales Executive,21.0,1.0,0,22.0,43.0,21.0
36,Female,Research & Development,Manufacturing Director,16.0,0.5,0,20.0,18.0,8.0
44,Female,Research & Development,Healthcare Representative,10.0,1.0,1,34.0,44.0,10.0
28,Male,Research & Development,Laboratory Technician,2.0,1.0,0,26.0,28.0,2.0
51,Female,Research & Development,Laboratory Technician,7.0,0.75,0,44.0,38.25,5.25
30,Female,Research & Development,Manufacturing Director,8.0,0.75,0,22.0,22.5,6.0
29,Female,Research & Development,Laboratory Technician,7.0,0.75,1,22.0,21.75,5.25
28,Male,Research & Development,Research Scientist,3.0,0.25,0,25.0,7.0,0.75
25,Female,Research & Development,Research Scientist,2.0,0.5,0,23.0,12.5,1.0
45,Female,Research & Development,Manager,0.0,0.5,0,45.0,22.5,0.0
39,Female,Research & Development,Manager,19.0,0.5,0,20.0,19.5,9.5
58,Male,Research & Development,Research Scientist,2.0,0.75,0,56.0,43.5,1.5
32,Male,Research & Development,Laboratory Technician,10.0,0.75,1,22.0,24.0,7.5
39,Male,Research & Development,Research Scientist,5.0,0.25,1,34.0,9.75,1.25
30,Female,Research & Development,Laboratory Technician,9.0,1.0,0,21.0,30.0,9.0
36,Female,Research & Development,Healthcare Representative,7.0,0.75,0,29.0,27.0,5.25
46,Female,Human Resources,Human Resources,7.0,0.25,0,39.0,11.5,1.75
28,Female,Research & Development,Laboratory Technician,9.0,1.0,0,19.0,28.0,9.0
50,Female,Research & Development,Research Director,3.0,0.25,0,47.0,12.5,0.75
40,Male,Sales,Sales Executive,5.0,0.5,1,35.0,20.0,2.5
52,Male,Sales,Sales Executive,8.0,0.5,1,44.0,26.0,4.0
30,Female,Research & Development,Manager,9.0,0.25,0,21.0,7.5,2.25
39,Male,Research & Development,Manufacturing Director,8.0,0.75,0,31.0,29.25,6.0
31,Female,Sales,Sales Executive,10.0,0.75,0,21.0,23.25,7.5
41,Male,Sales,Sales Executive,19.0,0.5,0,22.0,20.5,9.5
31,Female,Sales,Sales Representative,3.0,0.5,1,28.0,15.5,1.5
44,Male,Research & Development,Laboratory Technician,3.0,0.25,1,41.0,11.0,0.75
42,Male,Research & Development,Manager,20.0,0.75,0,22.0,31.5,15.0
55,Female,Research & Development,Manager,19.0,0.75,0,36.0,41.25,14.25
56,Male,Human Resources,Manager,7.0,0.5,0,49.0,28.0,3.5
40,Male,Research & Development,Research Scientist,4.0,0.75,0,36.0,30.0,3.0
34,Male,Research & Development,Healthcare Representative,9.0,1.0,0,25.0,34.0,9.0
41,Female,Sales,Sales Executive,9.0,0.25,0,32.0,10.25,2.25
35,Male,Research & Development,Research Scientist,9.0,0.75,0,26.0,26.25,6.75
51,Male,Human Resources,Manager,21.5,0.5,0,29.5,25.5,10.75
38,Female,Sales,Sales Executive,7.0,0.25,0,31.0,9.5,1.75
34,Female,Sales,Sales Executive,10.0,0.25,0,24.0,8.5,2.5
25,Male,Research & Development,Laboratory Technician,3.0,1.0,0,22.0,25.0,3.0
58,Female,Research & Development,Manufacturing Director,10.0,0.25,1,48.0,14.5,2.5
40,Male,Research & Development,Laboratory Technician,4.0,0.5,0,36.0,20.0,2.0
36,Female,Sales,Sales Executive,15.0,0.25,0,21.0,9.0,3.75
48,Male,Research & Development,Manufacturing Director,10.0,1.0,0,38.0,48.0,10.0
27,Female,Sales,Sales Representative,1.0,1.0,0,26.0,27.0,1.0
51,Female,Research & Development,Manufacturing Director,5.0,0.5,0,46.0,25.5,2.5
18,Female,Research & Development,Laboratory Technician,0.0,1.0,0,18.0,18.0,0.0
35,Female,Research & Development,Laboratory Technician,9.0,1.0,0,26.0,35.0,9.0
27,Male,Sales,Sales Executive,6.0,1.0,0,21.0,27.0,6.0
55,Male,Sales,Sales Executive,19.0,0.75,1,36.0,41.25,14.25
56,Male,Research & Development,Manufacturing Director,19.0,0.5,0,37.0,28.0,9.5
34,Female,Research & Development,Research Scientist,5.0,0.75,0,29.0,25.5,3.75
40,Female,Research & Development,Healthcare Representative,12.0,0.75,0,28.0,30.0,9.0
34,Male,Research & Development,Laboratory Technician,8.0,0.75,0,26.0,25.5,6.0
31,Female,Sales,Sales Representative,1.0,1.0,1,30.0,31.0,1.0
35,Female,Sales,Sales Executive,4.0,0.75,1,31.0,26.25,3.0
38,Male,Research & Development,Research Scientist,4.0,0.75,0,34.0,28.5,3.0
34,Female,Research & Development,Healthcare Representative,14.0,1.0,0,20.0,34.0,14.0
28,Male,Sales,Sales Executive,5.0,0.25,0,23.0,7.0,1.25
31,Male,Research & Development,Manufacturing Director,10.0,0.75,1,21.0,23.25,7.5
39,Male,Sales,Sales Executive,5.0,1.0,0,34.0,39.0,5.0
51,Male,Sales,Sales Executive,4.0,0.5,0,47.0,25.5,2.0
41,Female,Research & Development,Research Scientist,6.0,1.0,0,35.0,41.0,6.0
37,Male,Research & Development,Research Scientist,6.0,0.75,0,31.0,27.75,4.5
33,Male,Sales,Sales Executive,5.0,1.0,0,28.0,33.0,5.0
32,Male,Sales,Sales Executive,3.0,0.5,0,29.0,16.0,1.5
39,Male,Research & Development,Healthcare Representative,6.0,0.75,0,33.0,29.25,4.5
25,Male,Sales,Sales Executive,3.0,0.75,0,22.0,18.75,2.25
52,Female,Research & Development,Manufacturing Director,5.0,0.75,0,47.0,39.0,3.75
43,Female,Research & Development,Research Scientist,20.0,0.75,0,23.0,32.25,15.0
27,Female,Research & Development,Research Scientist,8.0,0.75,1,19.0,20.25,6.0
26,Male,Research & Development,Research Scientist,4.0,1.0,0,22.0,26.0,4.0
42,Female,Human Resources,Manager,20.0,0.25,0,22.0,10.5,5.0
52,Female,Research & Development,Laboratory Technician,5.0,0.25,0,47.0,13.0,1.25
37,Female,Research & Development,Laboratory Technician,3.0,0.75,0,34.0,27.75,2.25
35,Male,Research & Development,Manufacturing Director,2.0,1.0,0,33.0,35.0,2.0
26,Male,Research & Development,Laboratory Technician,7.0,0.25,0,19.0,6.5,1.75
